Plant_name,Molecule,Canonical_SMILES,Formula,Molecular_Weight,`Heavy_atoms,Aromatic_heavy_atoms,Fraction_Csp3,Rotatable_bonds,H_bond_acceptors,H_bond_donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosIT_LogP,Consensus_LogP,ESOL_LogS,ESOL_Solubility1,ESOL_Solubility2,ESOL_Class,Ali_LogS,Ali_Solubility1,Ali_Solubility2,Ali_Class,SilicosIT_LogSw,SilicosIT_Solubility1,SilicosIT_Solubility2,SilicosIT_class,GI_absorption,BBB_permeant,Pgp_substrate,CYP1A2_inhibitor,CYP2C19_inhibitor,CYP2C9_inhibitor,CYP2D6_inhibitor,CYP3A4_inhibitor,logKp,Lipinski_violations,Ghose_violations,Veber_violations,Egan_violations,Muegge_violations,Bioavailability_Score,PAINS_alert,Brenk_alert,Leadlikeness_violations,Synthetic_Accessibility
Momordica charantia,beta-Sitosterol,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H50O,414.71,30,0,0.93,6,1,1,133.23,20.23,5.05,9.34,8.02,6.73,7.04,7.24,-7.9,5.23E-06,1.26E-08,Poorly soluble,-9.67,8.90E-08,2.15E-10,Poorly soluble,-6.19,2.69E-04,6.49E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.2,1,3,0,1,2,0.55,0,1,2,6.3
Momordica charantia,beta-Amyrin,O[C@H]1CC[C@]2([C@@H](C1(C)C)CC[C@@]1([C@@H]2C=C[C@H]2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C,C30H50O,426.72,31,0,0.93,0,1,1,134.88,20.23,4.69,9.45,8.02,6.92,6.52,7.12,-8.44,1.55E-06,3.64E-09,Poorly soluble,-9.78,7.04E-08,1.65E-10,Poorly soluble,-6.71,8.23E-05,1.93E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.19,1,3,0,1,2,0.55,0,1,2,6.11
Momordica charantia,All-trans-squalene,C/C(=C\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,C30H50,410.72,30,0,0.6,15,0,0,143.48,0,4.69,9.45,10.6,6.92,6.52,7.12,-8.44,1.55E-06,3.64E-09,Poorly soluble,-9.78,7.04E-08,1.65E-10,Poorly soluble,-6.71,8.23E-05,1.93E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.19,1,3,0,1,2,0.55,0,1,2,6.11
Momordica charantia,Kaempferol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.7,1.9,2.28,-0.03,2.03,1.58,-3.31,1.40E-01,4.90E-04,Soluble,-3.86,3.98E-02,1.39E-04,Soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.7,0,0,0,0,0,0.55,0,0,0,3.14
Momordica charantia,Quercetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C15H10O7,302.24,22,16,0,1,7,5,78.03,131.36,1.63,1.54,1.99,-0.56,1.54,1.23,-3.16,2.11E-01,6.98E-04,Soluble,-3.91,3.74E-02,1.24E-04,Soluble,-3.24,1.73E-01,5.73E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-7.05,0,0,0,0,0,0.55,1,1,0,3.23
Momordica charantia,Quercetin-3-O-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@@H]([C@@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,1.64,0.36,-0.54,-2.59,-0.59,-0.34,-3.04,4.23E-01,9.10E-04,Soluble,-4.35,2.10E-02,4.51E-05,Moderately soluble,-1.51,1.43E+01,3.08E-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32
Momordica charantia,Naringenin chalcone,Oc1ccc(cc1)/C=C/C(=O)c1c(O)cc(cc1O)O,C15H12O5,272.25,20,12,0,3,5,4,74.34,97.99,1.34,2.82,2.3,1.02,2,1.9,-3.55,7.66E-02,2.81E-04,Soluble,-4.54,7.94E-03,2.92E-05,Moderately soluble,-2.65,6.05E-01,2.22E-03,Soluble,High,No,No,Yes,No,Yes,No,Yes,-5.96,0,0,0,0,0,0.55,0,1,0,2.56
Momordica charantia,dihydrokaempferol,Oc1ccc(cc1)[C@@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O)O,C15H12O6,288.25,21,12,0.13,1,6,4,72.73,107.22,1.51,1.31,1.16,-0.1,1.15,1.01,-2.81,4.47E-01,1.55E-03,Soluble,-3.16,1.98E-01,6.88E-04,Soluble,-2.61,7.12E-01,2.47E-03,Soluble,High,No,No,No,No,No,No,No,-7.13,0,0,0,0,0,0.55,0,0,0,3.42
Momordica charantia,Leucocyanidin,Oc1cc2O[C@@H](c3ccc(c(c3)O)O)[C@H]([C@H](c2c(c1)O)O)O,C15H14O7,306.27,22,12,0.2,1,7,6,75.5,130.61,1.37,-0.75,0.39,-0.56,0.08,0.11,-1.6,7.62E+00,2.49E-02,Very soluble,-1.52,9.34E+00,3.05E-02,Very soluble,-1.33,1.43E+01,4.68E-02,Soluble,High,No,No,No,No,No,No,No,-8.7,1,0,0,0,1,0.55,1,1,0,3.76
Momordica charantia,"(2E,6E)-Farnesyl diphosphate",C/C(=C\COP(=O)(OP(=O)(O)O)O)/CC/C=C(/CCC=C(C)C)\C,C15H28O7P2,382.33,24,0,0.6,11,7,3,95.78,132.91,1.82,-5.61,4.63,-5.26,-4.36,-3.01,0,8.03E+02,9.92E-01,Very soluble,-2.52,2.47E+00,3.05E-03,Soluble,0.39,1.99E+03,2.46E+00,Soluble,Low,No,Yes,No,No,No,No,No,-15.22,3,4,2,1,6,0.11,0,2,2,6.54
Momordica charantia,"(S)-2,3-Epoxysqualene",C/C(=C\CC/C=C(/CC/C=C(/CC[C@@H]1OC1(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,C30H50O,426.72,31,0,0.67,15,1,0,142.96,12.53,1.31,-3.91,9.82,-4.56,-3.19,-2.14,-1.65,2.07E+01,2.26E-02,Very soluble,-4.7,1.81E-02,1.98E-05,Moderately soluble,-1.08,7.63E+01,8.36E-02,Soluble,Low,No,Yes,No,No,No,No,No,-14.65,3,3,2,1,6,0.11,0,3,2,7.03
Momordica charantia,Dimethylally pyrophosphate,CC(=CCOP(=O)(OP(=O)(O)O)O)C,C5H12O7P2,246.09,14,0,0.6,5,7,3,48.66,132.91,-0.12,-1.15,1.18,-1.45,-0.93,-0.49,-0.31,1.20E+02,4.88E-01,Very soluble,-1.15,1.75E+01,7.10E-02,Very soluble,1.05,2.77E+03,1.13E+01,Soluble,High,No,No,No,No,No,No,No,-8.62,0,0,0,1,0,0.56,0,2,1,3.84
Momordica charantia,"5,19-Epoxycucurbita-6,23-diene-3,25-diol",C[C@@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C=C[C@@]2([C@H]3CC[C@H](C2(C)C)O)OC1)C)C/C=C/C(O)(C)C,C30H48O3,456.7,33,0,0.87,4,3,2,137.25,49.69,0,6.19,6.29,5.01,5.94,4.69,-6.31,2.25E-04,4.93E-07,Poorly soluble,-7.02,4.38E-05,9.59E-08,Poorly soluble,-5.18,3.01E-03,6.59E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.69,1,3,0,1,1,0.55,0,1,2,7.72
Momordica charantia,"19(R)-Methoxy-5beta,19-epoxycucurbita-6,23-dien-3beta,25-diol",CO[C@@H]1O[C@]23[C@H]([C@]41CC[C@]1([C@@]([C@@H]4C=C2)(C)CC[C@@H]1[C@@H](C/C=C/C(O)(C)C)C)C)CC[C@@H](C3(C)C)O,C31H50O4,486.73,35,0,0.87,5,4,2,143.14,58.92,0,6.2,6.27,4.76,5.61,4.57,-6.43,1.79E-04,3.68E-07,Poorly soluble,-7.22,2.92E-05,5.99E-08,Poorly soluble,-5.05,4.37E-03,8.97E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.87,1,4,0,1,1,0.55,0,1,2,8.14
Momordica charantia,Cinnamic acid,OC(=O)/C=C/c1ccccc1,C9H8O2,148.16,11,6,0,2,2,1,43.11,37.3,1.55,2.13,1.68,1.9,1.7,1.79,-2.37,6.29E-01,4.25E-03,Soluble,-2.54,4.23E-01,2.85E-03,Soluble,-1.84,2.14E+00,1.45E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.69,0,2,0,0,1,0.85,0,1,1,1.67
Momordica charantia,Karavilagenin A,CO[C@@H]1C=C2[C@H]([C@]3([C@@H]1[C@]1(C)CC[C@@H]([C@]1(CC3)C)[C@@H](C/C=C/C(OC)(C)C)C)C)CC[C@@H](C2(C)C)O,C32H54O3,486.77,35,0,0.88,6,3,1,148.86,38.69,5.33,7.35,7.58,5.39,6.87,6.5,-7.09,3.93E-05,8.08E-08,Poorly soluble,-7.99,4.97E-06,1.02E-08,Poorly soluble,-6.35,2.15E-04,4.43E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-4.05,1,4,0,1,1,0.55,0,1,2,6.7
Momordica charantia,Karavilagenin B,CO[C@@H]1C=C2[C@H]([C@]3([C@@H]1[C@]1(C)CC[C@@H]([C@]1(CC3)C)[C@@H](C/C=C/C(O)(C)C)C)C)CC[C@@H](C2(C)C)O,C31H52O3,472.74,34,0,0.87,5,3,2,144.13,49.69,4.96,6.81,6.93,5.2,6.3,6.04,-6.73,8.78E-05,1.86E-07,Poorly soluble,-7.66,1.03E-05,2.18E-08,Poorly soluble,-5.67,1.02E-03,2.15E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-4.35,1,3,0,1,1,0.55,0,1,2,6.57
Momordica charantia,Karavilagenin C,CO[C@@H]1C=C2[C@H]([C@]3([C@@H]1[C@]1(C)CC[C@@H]([C@]1(CC3)C)[C@@H](C[C@H](C=C(C)C)O)C)C)CC[C@@H](C2(C)C)O,C31H52O3,472.74,34,0,0.87,5,3,2,144.1,49.69,4.96,7.34,6.93,5.2,6.3,6.15,-7.07,4.07E-05,8.61E-08,Poorly soluble,-8.21,2.91E-06,6.15E-09,Poorly soluble,-5.67,1.02E-03,2.15E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-3.97,1,3,0,1,1,0.55,0,1,2,6.64
Momordica charantia,Clerosterol,CC[C@H](C(=C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,6,1,1,132.75,20.23,5.07,9.27,7.94,6.62,7.05,7.19,-7.84,5.93E-06,1.44E-08,Poorly soluble,-9.6,1.05E-07,2.54E-10,Poorly soluble,-6.2,2.60E-04,6.31E-07,Poorly soluble,Low,No,No,No,No,Yes,No,No,-2.24,1,3,0,1,2,0.55,0,1,2,6.21
Momordica charantia,Kuguacin A,O=C[C@]12CC[C@]3([C@@]([C@@H]2C(=O)C=C2[C@H]1CC[C@@H](C2(C)C)O)(C)CC[C@@H]3[C@@H](C/C=C/C(O)(C)C)C)C,C30H46O4,470.68,34,0,0.8,5,4,2,138.64,74.6,3.69,4.77,5.66,3.97,6.03,4.83,-5.43,1.74E-03,3.69E-06,Moderately soluble,-6.07,4.03E-04,8.56E-07,Poorly soluble,-5.22,2.82E-03,6.00E-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-5.78,0,3,0,0,0,0.55,0,2,2,6.36
Momordica charantia,Kuguacin B,C[C@@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]1([C@H]2C(=O)C=C2[C@H]1CC[C@@H](C2(C)C)O)C)C)C/C=C/C(O)(C)C,C30H48O3,456.7,33,0,0.83,4,3,2,138.44,57.53,4.41,6.32,6.48,4.91,6.32,5.69,-6.39,1.86E-04,4.08E-07,Poorly soluble,-7.32,2.20E-05,4.81E-08,Poorly soluble,-5.67,9.65E-04,2.11E-06,Moderately soluble,High,No,No,No,No,No,No,No,-4.6,1,3,0,1,1,0.55,0,1,2,6.28
Momordica charantia,Kuguacin C,CC(=O)C[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]1([C@H]2C(=O)C=C2[C@H]1CC[C@@H](C2(C)C)O)C)C)C,C27H42O3,414.62,30,0,0.85,3,3,1,123.49,54.37,3.62,5.3,5.75,4.33,5.75,4.95,-5.55,1.16E-03,2.81E-06,Moderately soluble,-6.19,2.66E-04,6.42E-07,Poorly soluble,-5.71,8.01E-04,1.93E-06,Moderately soluble,High,No,No,No,No,No,No,No,-5.07,1,2,0,0,1,0.55,0,0,2,5.87
Momordica charantia,Kuguacin D,O=C[C@]12CC[C@]3([C@@]([C@@H]2C(=O)C=C2[C@H]1CC[C@@H](C2(C)C)O)(C)CC[C@@H]3[C@H](CC(=O)C)C)C,C27H40O4,428.6,31,0,0.81,4,4,1,123.69,71.44,3.02,3.75,4.93,3.39,5.45,4.11,-4.6,1.09E-02,2.54E-05,Moderately soluble,-4.94,4.89E-03,1.14E-05,Moderately soluble,-5.26,2.34E-03,5.46E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.25,0,1,0,0,0,0.55,0,1,2,5.96
Momordica charantia,Kuguacin E,CC(=O)C[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C(=O)C[C@]2([C@H]3CC[C@@H](C2(C)C)O)OC1)C)C,C27H42O4,430.62,31,0,0.93,3,4,1,122.98,63.6,3.41,4.2,4.96,3.57,5.47,4.32,-4.96,4.75E-03,1.10E-05,Moderately soluble,-5.25,2.45E-03,5.69E-06,Moderately soluble,-5.56,1.18E-03,2.74E-06,Moderately soluble,High,Yes,No,No,No,No,No,No,-5.94,0,1,0,0,0,0.55,0,0,2,6.49
Momordica charantia,Momordicine I,O=C[C@]12CC[C@]3([C@@]([C@@H]2[C@@H](C=C2[C@H]1CC[C@@H](C2(C)C)O)O)(C)CC[C@@H]3[C@@H](C[C@H](C=C(C)C)O)C)C,C30H48O4,472.7,34,0,0.83,5,4,3,139.57,77.76,4.48,5.26,5.46,4.06,5.44,4.94,-5.75,8.32E-04,1.76E-06,Moderately soluble,-6.64,1.08E-04,2.28E-07,Poorly soluble,-4.53,1.41E-02,2.98E-05,Moderately soluble,High,No,No,No,No,No,No,No,-5.45,0,2,0,0,1,0.55,0,2,2,6.51
Momordica charantia,"(19R,23E)-5beta,19-Epoxy-19-methoxycucurbita-6,23,25-trien-3beta-ol",CO[C@@H]1O[C@]23[C@H]([C@]41CC[C@]1([C@@]([C@@H]4C=C2)(C)CC[C@@H]1[C@@H](C/C=C/C(=C)C)C)C)CC[C@@H](C3(C)C)O,C31H48O3,468.71,34,0,0.81,5,3,1,141.47,38.69,0,7.9,7.07,5.51,6.38,5.37,-7.39,1.90E-05,4.05E-08,Poorly soluble,-8.56,1.29E-06,2.74E-09,Poorly soluble,-5.65,1.05E-03,2.23E-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,No,-3.55,1,3,0,1,1,0.55,0,2,2,8.11
Momordica charantia,Karavilagenin E,CC(=C[C@@H](C[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C=C[C@@]2([C@H]3CC[C@@H](C2(C)C)O)OC1)C)C)O)C,C30H48O3,456.7,33,0,0.87,4,3,2,137.21,49.69,0,6.72,6.29,5.01,5.94,4.79,-6.64,1.04E-04,2.28E-07,Poorly soluble,-7.57,1.23E-05,2.70E-08,Poorly soluble,-5.18,3.01E-03,6.59E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.31,1,3,0,1,1,0.55,0,1,2,7.79
Momordica charantia,Karavilagenin D,C[C@@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C=C[C@@]2([C@H]3CC[C@@H](C2(C)C)O)OC1=O)C)C/C=C/C(O)(C)C,C30H46O4,470.68,34,0,0.83,4,4,2,137.45,66.76,0,5.9,5.82,4.87,5.64,4.45,-6.21,2.89E-04,6.15E-07,Poorly soluble,-7.08,3.95E-05,8.40E-08,Poorly soluble,-5.06,4.14E-03,8.79E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.98,1,3,0,0,1,0.55,0,1,2,7.47
Momordica charantia,Kuguacin F,O=C[C@@]12CC[C@]3([C@@]([C@@H]1C(=O)[C@H]1[C@@]4([C@H]2CCC(=O)C4(C)C)O1)(C)CC[C@@H]3[C@@H](CC(=O)C=C(C)C)C)C,C30H42O5,482.65,35,0,0.8,5,5,0,136.16,80.81,3.25,4.63,5.29,3.06,6.79,4.6,-5.42,1.84E-03,3.81E-06,Moderately soluble,-6.05,4.27E-04,8.86E-07,Poorly soluble,-6.12,3.67E-04,7.60E-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-5.96,0,3,0,0,0,0.55,0,3,2,6.39
Momordica charantia,Kuguacin H,O=C[C@]12CC[C@]3([C@@]([C@@H]2C(=O)C=C2[C@H]1CCC(=O)C2(C)C)(C)CC[C@@H]3[C@@H](CC(=O)CC(O)(C)C)C)C,C30H44O5,484.67,35,0,0.8,6,5,1,138.35,88.51,3.07,3.32,5.28,3.06,6.36,4.22,-4.54,1.40E-02,2.88E-05,Moderately soluble,-4.86,6.77E-03,1.40E-05,Moderately soluble,-6.17,3.31E-04,6.84E-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-6.9,0,3,0,0,0,0.55,0,1,1,6.26
Momordica charantia,Kuguacin J,O=C[C@]12CC[C@]3([C@@]([C@@H]2[C@@H](C=C2[C@H]1CC[C@@H](C2(C)C)O)O)(C)CC[C@@H]3[C@@H](C/C=C/C(=C)C)C)C,C30H46O3,454.68,33,0,0.77,5,3,2,137.93,57.53,4.54,6.42,6.26,4.82,6.21,5.65,-6.37,1.92E-04,4.23E-07,Poorly soluble,-7.42,1.72E-05,3.79E-08,Poorly soluble,-5.13,3.37E-03,7.41E-06,Moderately soluble,High,No,No,No,No,No,No,No,-4.52,1,3,0,1,1,0.55,0,3,2,6.53
Momordica charantia,Kuguacin K,O=C[C@@]12CC[C@]3([C@@]([C@@H]1C(=O)[C@H]1[C@@]4([C@H]2CCC(=O)C4(C)C)O1)(C)CC[C@@H]3[C@@H](C(=O)O)C)C,C25H34O6,430.53,31,0,0.84,3,6,1,114.17,101.04,2.23,2.81,3.45,2.15,4.48,3.02,-4.08,3.57E-02,8.29E-05,Moderately soluble,-4.59,1.11E-02,2.58E-05,Moderately soluble,-4.33,2.02E-02,4.69E-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.93,0,0,0,0,0,0.56,0,2,1,5.78
Momordica charantia,Kuguacin L,OC[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C=C[C@]2([C@H]3CCC(=O)C2(C)C)OC1=O)C)C,C25H36O4,400.55,29,0,0.84,2,4,1,112.89,63.6,3.18,4.22,4.3,3.88,4.7,4.06,-4.85,5.66E-03,1.41E-05,Moderately soluble,-5.27,2.17E-03,5.42E-06,Moderately soluble,-4.91,4.98E-03,1.24E-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.75,0,0,0,0,0,0.55,0,1,2,6.79
Momordica charantia,Kuguacin M,O=C1O[C@@]23[C@H]([C@]41CC[C@]1([C@@]([C@@H]4C=C2)(C)CCC1=O)C)CCC(=O)C3(C)C,C22H28O4,356.46,26,0,0.77,0,4,0,97.51,60.44,2.52,2.37,3.63,3.16,4.27,3.19,-3.54,1.02E-01,2.86E-04,Soluble,-3.28,1.87E-01,5.25E-04,Soluble,-4.79,5.74E-03,1.61E-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.79,0,0,0,0,0,0.55,0,1,1,6.2
Momordica charantia,Kuguacin N,O=C[C@]12CC[C@]3([C@@]([C@@H]2[C@@H](C=C2[C@H]1CC[C@@H](C2(C)C)O)O)(C)CC[C@@H]3[C@@H](CC(=O)C=C(C)C)C)C,C30H46O4,470.68,34,0,0.8,5,4,2,138.6,74.6,3.78,5.15,5.66,3.97,5.77,4.87,-5.67,1.00E-03,2.12E-06,Moderately soluble,-6.46,1.62E-04,3.45E-07,Poorly soluble,-5,4.67E-03,9.93E-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-5.51,0,3,0,0,1,0.55,0,3,2,6.4
Momordica charantia,Kuguacin O,O=C[C@]12CC[C@]3([C@@]([C@@H]2C(=O)C=C2[C@H]1CCC(=O)C2(C)C)(C)CC[C@@H]3[C@@H](CC(=O)C=C(C)C)C)C,C30H42O4,466.65,34,0,0.73,5,4,0,136.68,68.28,3.44,4.9,6.08,3.8,6.94,5.03,-5.49,1.51E-03,3.23E-06,Moderately soluble,-6.07,3.97E-04,8.52E-07,Poorly soluble,-6.4,1.87E-04,4.02E-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-5.67,0,3,0,1,0,0.55,0,2,2,6.33
Momordica charantia,Kuguacin P,CC(=O)C[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C(=O)C[C@]2([C@H]3CCC(=O)C2(C)C)OC1)C)C,C27H40O4,428.6,31,0,0.89,3,4,0,122.02,60.44,3.45,3.88,5.17,3.48,6.06,4.41,-4.74,7.73E-03,1.80E-05,Moderately soluble,-4.85,6.10E-03,1.42E-05,Moderately soluble,-6.26,2.37E-04,5.52E-07,Poorly soluble,High,Yes,No,No,No,No,No,No,-6.16,0,1,0,0,0,0.55,0,0,2,6.18
Momordica charantia,Kuguacin Q,CCO[C@@H]1O[C@@]23[C@H]([C@]41CC[C@]1([C@@]([C@@H]4C(=O)C2)(C)CC[C@@H]1[C@@H](CC(=O)C)C)C)CCC(=O)C3(C)C,C29H44O5,472.66,34,0,0.9,5,5,0,132.72,69.67,3.8,4.26,5.53,3.45,6.14,4.64,-5.12,3.55E-03,7.51E-06,Moderately soluble,-5.43,1.74E-03,3.67E-06,Moderately soluble,-6.52,1.44E-04,3.05E-07,Poorly soluble,High,No,No,No,No,No,No,No,-6.16,0,2,0,0,0,0.55,0,0,2,7.02
Momordica charantia,Kuguacin R,C[C@@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2C=C[C@@]2([C@H]3CC[C@@H](C2(C)C)O)O[C@@H]1O)C)C/C=C/C(O)(C)C,C30H48O4,472.7,34,0,0.87,4,4,3,138.41,69.92,0,5.67,5.61,4.57,5.05,4.18,-6.08,3.94E-04,8.34E-07,Poorly soluble,-6.9,5.91E-05,1.25E-07,Poorly soluble,-4.36,2.07E-02,4.38E-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.16,1,3,0,0,1,0.55,0,1,2,7.95
Momordica charantia,Kuguacin S,O=C[C@]12CC[C@]3([C@@]([C@@H]2C(=O)C=C2[C@H]1CCC(=O)C2(C)C)(C)CC[C@@H]3[C@@H](C/C=C/C(O)(C)C)C)C,C30H44O4,468.67,34,0,0.77,5,4,1,137.68,71.44,3.65,4.48,5.87,3.89,6.62,4.9,-5.24,2.71E-03,5.78E-06,Moderately soluble,-5.7,9.34E-04,1.99E-06,Moderately soluble,-5.92,5.65E-04,1.21E-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-5.98,0,3,0,0,0,0.55,0,2,2,6.31
Rubia cordifolia,Alizarin,O=C1c2ccccc2C(=O)c2c1ccc(c2O)O,C14H8O4,240.21,18,12,0,0,4,2,63.8,74.6,1.85,3.16,1.87,0.67,2.55,2.02,-3.81,3.69E-02,1.54E-04,Soluble,-4.4,9.63E-03,4.01E-05,Moderately soluble,-4.1,1.91E-02,7.94E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.52,0,0,0,0,0,0.55,2,1,1,2.35
Rubia cordifolia,1-Hydroxy-2-methoxyanthraquinone,COc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,C15H10O4,254.24,19,12,0.07,1,4,1,68.26,63.6,2.12,3.03,2.18,0.92,3.06,2.26,-3.73,4.77E-02,1.88E-04,Soluble,-4.03,2.37E-02,9.31E-05,Moderately soluble,-4.8,4.03E-03,1.58E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.7,0,0,0,0,0,0.55,1,0,0,2.47
Rubia cordifolia,Digiferrugineol,OCc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,C15H10O4,254.24,19,12,0.07,1,4,2,67.9,74.6,1.91,2.63,1.51,0.66,2.91,1.92,-3.47,8.53E-02,3.35E-04,Soluble,-3.85,3.62E-02,1.42E-04,Soluble,-4.5,8.00E-03,3.15E-05,Moderately soluble,High,No,No,Yes,No,No,No,Yes,-5.98,0,0,0,0,0,0.55,1,0,0,2.53
Rubia cordifolia,Pseudopurpurin,O=C1c2ccccc2C(=O)c2c1c(O)c(c(c2O)O)C(=O)O,C15H8O7,300.22,22,12,0,1,7,4,72.78,132.13,-0.07,2.98,1.28,-0.24,1.48,1.09,-3.92,3.64E-02,1.21E-04,Soluble,-5.42,1.15E-03,3.82E-06,Moderately soluble,-2.88,3.94E-01,1.31E-03,Soluble,High,No,No,No,No,No,No,No,-6.02,0,0,0,1,0,0.56,2,2,0,2.69
Rubia cordifolia,Purpurin,Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,C14H8O5,256.21,19,12,0,0,5,3,65.82,94.83,1.82,3.83,1.58,0.11,2.05,1.88,-4.31,1.26E-02,4.91E-05,Moderately soluble,-5.52,7.79E-04,3.04E-06,Moderately soluble,-3.52,7.70E-02,3.01E-04,Soluble,High,No,No,Yes,No,No,No,Yes,-5.14,0,0,0,0,0,0.55,2,2,1,2.44
Rubia cordifolia,2-Methylanthraquinone,Cc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,C15H10O2,222.24,17,12,0.07,0,2,0,64.72,34.14,2.2,3.94,2.77,2.12,4.04,3.01,-4.22,1.33E-02,5.99E-05,Moderately soluble,-4.36,9.78E-03,4.40E-05,Moderately soluble,-5.64,5.13E-04,2.31E-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-4.86,0,0,0,0,0,0.55,1,0,2,2.22
Rubia cordifolia,beta-Sitosterol,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H50O,414.71,30,0,0.93,6,1,1,133.23,20.23,5.05,9.34,8.02,6.73,7.04,7.24,-7.9,5.23E-06,1.26E-08,Poorly soluble,-9.67,8.90E-08,2.15E-10,Poorly soluble,-6.19,2.69E-04,6.49E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.2,1,3,0,1,2,0.55,0,1,2,6.3
Rubia cordifolia,Oleanolic acid,O[C@H]1CC[C@]2([C@@H](C1(C)C)CC[C@@]1([C@H]2CC=C2[C@@]1(C)CC[C@@]1([C@@H]2CC(C)(C)CC1)C(=O)O)C)C,C30H48O3,456.7,33,0,0.9,1,3,2,136.65,57.53,4.14,7.49,7.23,5.82,5.85,6.11,-7.32,2.16E-05,4.74E-08,Poorly soluble,-8.53,1.34E-06,2.94E-09,Poorly soluble,-6.12,3.45E-04,7.55E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-3.77,1,3,0,1,1,0.85,0,1,2,6.08
